Compound,0.02 V,0.1 V,0.5 V,1 V,5 V
10⁹ (CFU/ml),-1.57228e-05,-8.6123e-06,-1.67664e-06,3.68348e-06,0.0008813
10⁹ (CFU/ml),-1.5754e-05,-8.7887e-06,-2.3395e-06,3.9248e-06,0.000819394
10⁹ (CFU/ml),-1.57755e-05,-9.0085e-06,-2.67437e-06,4.06305e-06,0.000761342
10⁹ (CFU/ml),-1.57974e-05,-9.20311e-06,-3.17714e-06,4.12407e-06,0.000699356
10⁹ (CFU/ml),-1.57975e-05,-9.29891e-06,-3.5793e-06,3.70949e-06,0.00063604
10⁹ (CFU/ml),-1.58033e-05,-9.46868e-06,-4.10679e-06,3.6107e-06,0.000575867
10⁹ (CFU/ml),-1.5825e-05,-9.62793e-06,-4.60436e-06,3.04675e-06,0.000520537
10⁹ (CFU/ml),-1.58542e-05,-9.7818e-06,-5.08952e-06,2.83294e-06,0.000464825
10⁹ (CFU/ml),-1.5887e-05,-9.91873e-06,-5.53394e-06,2.25857e-06,0.000408484
10⁹ (CFU/ml),-1.59241e-05,-1.00513e-05,-5.91993e-06,1.38087e-06,0.000352776
10⁹ (CFU/ml),-1.59591e-05,-1.01711e-05,-6.24623e-06,7.37993e-07,0.00029474
10⁹ (CFU/ml),-1.59961e-05,-1.0284e-05,-6.47067e-06,-2.90129e-07,0.000234776
10⁹ (CFU/ml),-1.60334e-05,-1.03853e-05,-6.85109e-06,-1.08154e-06,0.000159946
10⁹ (CFU/ml),-1.60603e-05,-1.0474e-05,-7.20242e-06,-2.22273e-06,6.15674e-05
10⁹ (CFU/ml),-1.60779e-05,-1.05506e-05,-7.50841e-06,-3.20689e-06,-3.77958e-05
10⁹ (CFU/ml),-1.61078e-05,-1.06121e-05,-7.80205e-06,-4.14901e-06,-0.000124565
10⁹ (CFU/ml),-1.6147e-05,-1.06576e-05,-8.04254e-06,-5.30422e-06,-0.000202159
10⁹ (CFU/ml),-1.61972e-05,-1.06839e-05,-8.28886e-06,-6.13496e-06,-0.000277535
10⁹ (CFU/ml),-1.625e-05,-1.0796e-05,-8.42754e-06,-6.87632e-06,-0.0003414
10⁹ (CFU/ml),-1.6311e-05,-1.09436e-05,-8.64039e-06,-7.48927e-06,-0.000398909
10⁹ (CFU/ml),-1.63738e-05,-1.10629e-05,-8.83402e-06,-8.09112e-06,-0.000458713
10⁹ (CFU/ml),-1.64341e-05,-1.12442e-05,-9.02228e-06,-8.5759e-06,-0.000521548
10⁹ (CFU/ml),-1.64867e-05,-1.13959e-05,-9.20772e-06,-8.98917e-06,-0.000587952
10⁹ (CFU/ml),-1.65405e-05,-1.14935e-05,-9.39915e-06,-9.31154e-06,-0.000652903
10⁹ (CFU/ml),-1.65884e-05,-1.15694e-05,-9.60293e-06,-9.65621e-06,-0.000713416
10⁹ (CFU/ml),-1.66573e-05,-1.17482e-05,-9.82361e-06,-9.91331e-06,-0.000763311
10⁹ (CFU/ml),-1.67311e-05,-1.18731e-05,-1.00735e-05,-1.01831e-05,-0.000804539
10⁹ (CFU/ml),-1.67982e-05,-1.20004e-05,-1.03353e-05,-1.05037e-05,-0.000838345
10⁹ (CFU/ml),-1.68601e-05,-1.21288e-05,-1.06337e-05,-1.08317e-05,-0.000867995
10⁹ (CFU/ml),-1.69139e-05,-1.22595e-05,-1.09529e-05,-1.11972e-05,-0.000890571
10⁹ (CFU/ml),-1.69571e-05,-1.23937e-05,-1.13047e-05,-1.16362e-05,-0.000912482
10⁹ (CFU/ml),-1.69974e-05,-1.2517e-05,-1.16534e-05,-1.21586e-05,-0.00093308
10⁹ (CFU/ml),-1.70258e-05,-1.2642e-05,-1.20602e-05,-1.27455e-05,-0.000953908
10⁹ (CFU/ml),-1.70391e-05,-1.27636e-05,-1.24379e-05,-1.34306e-05,-0.000970223
10⁹ (CFU/ml),-1.70549e-05,-1.28853e-05,-1.28152e-05,-1.41964e-05,-0.00098751
10⁹ (CFU/ml),-1.70834e-05,-1.30075e-05,-1.31946e-05,-1.50586e-05,-0.001
10⁹ (CFU/ml),-1.71065e-05,-1.31309e-05,-1.3574e-05,-1.60345e-05,-0.00102
10⁹ (CFU/ml),-1.713e-05,-1.32546e-05,-1.39513e-05,-1.7125e-05,-0.001
10⁹ (CFU/ml),-1.71531e-05,-1.33804e-05,-1.4317e-05,-1.83273e-05,-0.000948283
10⁹ (CFU/ml),-1.71789e-05,-1.35056e-05,-1.47843e-05,-1.96642e-05,-0.000913125
10⁹ (CFU/ml),-1.72008e-05,-1.36337e-05,-1.52113e-05,-2.10341e-05,-0.000936174
10⁹ (CFU/ml),-1.72171e-05,-1.37637e-05,-1.56498e-05,-2.25545e-05,-0.000970781
10⁹ (CFU/ml),-1.72333e-05,-1.38953e-05,-1.60987e-05,-2.41676e-05,-0.000995965
10⁹ (CFU/ml),-1.72528e-05,-1.40261e-05,-1.65734e-05,-2.58765e-05,-0.00103
10⁹ (CFU/ml),-1.72729e-05,-1.41567e-05,-1.70691e-05,-2.77223e-05,-0.001
10⁹ (CFU/ml),-1.72889e-05,-1.42863e-05,-1.75916e-05,-2.96638e-05,-0.000959121
10⁹ (CFU/ml),-1.73044e-05,-1.44181e-05,-1.81424e-05,-3.1701e-05,-0.000928972
10⁹ (CFU/ml),-1.73199e-05,-1.45517e-05,-1.87178e-05,-3.38236e-05,-0.000954319
10⁹ (CFU/ml),-1.73339e-05,-1.46865e-05,-1.93177e-05,-3.59899e-05,-0.000983816
10⁹ (CFU/ml),-1.73445e-05,-1.48207e-05,-1.9948e-05,-3.81142e-05,-0.00101
10⁹ (CFU/ml),-1.73574e-05,-1.49515e-05,-2.06019e-05,-4.03577e-05,-0.00103
10⁹ (CFU/ml),-1.73713e-05,-1.50734e-05,-2.1282e-05,-4.255e-05,-0.00104
10⁹ (CFU/ml),-1.73845e-05,-1.5201e-05,-2.19913e-05,-4.48647e-05,-0.00104
10⁹ (CFU/ml),-1.73941e-05,-1.53259e-05,-2.2734e-05,-4.70914e-05,-0.00108
10⁹ (CFU/ml),-1.74013e-05,-1.54509e-05,-2.35019e-05,-4.94197e-05,-0.00114
10⁹ (CFU/ml),-1.74065e-05,-1.55745e-05,-2.42979e-05,-5.17407e-05,-0.0012
10⁹ (CFU/ml),-1.74101e-05,-1.56987e-05,-2.51213e-05,-5.39722e-05,-0.00126
10⁹ (CFU/ml),-1.74107e-05,-1.58252e-05,-2.59684e-05,-5.62755e-05,-0.00135
10⁹ (CFU/ml),-1.74168e-05,-1.59518e-05,-2.68361e-05,-5.8521e-05,-0.00142
10⁹ (CFU/ml),-1.74232e-05,-1.6079e-05,-2.77199e-05,-6.07289e-05,-0.0015
10⁹ (CFU/ml),-1.74286e-05,-1.62065e-05,-2.86216e-05,-6.29666e-05,-0.00156
10⁹ (CFU/ml),-1.74313e-05,-1.63321e-05,-2.95262e-05,-6.5205e-05,-0.00164
10⁹ (CFU/ml),-1.74386e-05,-1.64544e-05,-3.04379e-05,-6.73395e-05,-0.00171
10⁹ (CFU/ml),-1.74494e-05,-1.65783e-05,-3.13692e-05,-6.95193e-05,-0.00179
10⁹ (CFU/ml),-1.74608e-05,-1.67021e-05,-3.23006e-05,-7.17292e-05,-0.00186
10⁹ (CFU/ml),-1.74741e-05,-1.68265e-05,-3.32342e-05,-7.39472e-05,-0.00193
10⁹ (CFU/ml),-1.74904e-05,-1.6953e-05,-3.41647e-05,-7.63241e-05,-0.002
10⁹ (CFU/ml),-1.75055e-05,-1.70787e-05,-3.50883e-05,-7.88441e-05,-0.00208
10⁹ (CFU/ml),-1.75203e-05,-1.72058e-05,-3.6e-05,-8.14502e-05,-0.00216
10⁹ (CFU/ml),-1.75389e-05,-1.73329e-05,-3.69112e-05,-8.41822e-05,-0.00223
10⁹ (CFU/ml),-1.75599e-05,-1.7459e-05,-3.78063e-05,-8.71519e-05,-0.00229
10⁹ (CFU/ml),-1.75803e-05,-1.75827e-05,-3.86966e-05,-9.02865e-05,-0.00236
10⁹ (CFU/ml),-1.76023e-05,-1.77077e-05,-3.9578e-05,-9.36252e-05,-0.00242
10⁹ (CFU/ml),-1.76232e-05,-1.7835e-05,-4.04451e-05,-9.69412e-05,-0.00248
10⁹ (CFU/ml),-1.76458e-05,-1.79636e-05,-4.13019e-05,-0.000100507,-0.00254
10⁹ (CFU/ml),-1.76672e-05,-1.80922e-05,-4.21443e-05,-0.000104225,-0.0026
10⁹ (CFU/ml),-1.76852e-05,-1.822e-05,-4.29807e-05,-0.000107985,-0.00266
10⁹ (CFU/ml),-1.77063e-05,-1.83529e-05,-4.3804e-05,-0.000111926,-0.00272
10⁹ (CFU/ml),-1.77277e-05,-1.84845e-05,-4.46191e-05,-0.000115954,-0.00277
10⁹ (CFU/ml),-1.7751e-05,-1.86177e-05,-4.5424e-05,-0.000120105,-0.00281
10⁹ (CFU/ml),-1.77747e-05,-1.87507e-05,-4.62209e-05,-0.000124291,-0.00284
10⁹ (CFU/ml),-1.77946e-05,-1.88862e-05,-4.70092e-05,-0.000128515,-0.00288
10⁹ (CFU/ml),-1.78289e-05,-1.90217e-05,-4.77972e-05,-0.000132602,-0.00295
10⁹ (CFU/ml),-1.78715e-05,-1.91591e-05,-4.8583e-05,-0.000136876,-0.00304
10⁹ (CFU/ml),-1.79204e-05,-1.92952e-05,-4.936e-05,-0.000141162,-0.00313
10⁹ (CFU/ml),-1.7976e-05,-1.94342e-05,-5.01441e-05,-0.000145572,-0.00324
10⁹ (CFU/ml),-1.80301e-05,-1.95714e-05,-5.09245e-05,-0.000150185,-0.00336
10⁹ (CFU/ml),-1.80831e-05,-1.97063e-05,-5.17086e-05,-0.000154801,-0.00347
10⁹ (CFU/ml),-1.81387e-05,-1.98392e-05,-5.24958e-05,-0.000159567,-0.00359
10⁹ (CFU/ml),-1.81859e-05,-1.997e-05,-5.32898e-05,-0.000164284,-0.0037
10⁹ (CFU/ml),-1.82255e-05,-2.01005e-05,-5.40841e-05,-0.000169122,-0.00381
10⁹ (CFU/ml),-1.8259e-05,-2.02269e-05,-5.48815e-05,-0.000174091,-0.00392
10⁹ (CFU/ml),-1.82879e-05,-2.03555e-05,-5.56821e-05,-0.000179119,-0.00403
10⁹ (CFU/ml),-1.83097e-05,-2.04844e-05,-5.64848e-05,-0.000184302,-0.00413
10⁹ (CFU/ml),-1.83216e-05,-2.06114e-05,-5.72819e-05,-0.000189601,-0.00424
10⁹ (CFU/ml),-1.83246e-05,-2.07353e-05,-5.80837e-05,-0.000195038,-0.00435
10⁹ (CFU/ml),-1.83112e-05,-2.08595e-05,-5.89004e-05,-0.000200429,-0.00446
10⁹ (CFU/ml),-1.8302e-05,-2.09909e-05,-5.97305e-05,-0.000205932,-0.00457
10⁹ (CFU/ml),-1.82946e-05,-2.11219e-05,-6.057e-05,-0.000211529,-0.00468
10⁹ (CFU/ml),-1.82965e-05,-2.12548e-05,-6.14209e-05,-0.000217119,-0.0048
10⁹ (CFU/ml),-1.8299e-05,-2.13841e-05,-6.22947e-05,-0.000222783,-0.00492
10⁹ (CFU/ml),-1.83128e-05,-2.15205e-05,-6.3084e-05,-0.000228527,-0.00505
10⁹ (CFU/ml),-1.83436e-05,-2.16574e-05,-6.39993e-05,-0.00023416,-0.00517
10⁹ (CFU/ml),-1.83762e-05,-2.17945e-05,-6.49134e-05,-0.000240259,-0.00529
10⁹ (CFU/ml),-1.84242e-05,-2.19336e-05,-6.572e-05,-0.000246287,-0.00542
10⁹ (CFU/ml),-1.84789e-05,-2.20762e-05,-6.67032e-05,-0.000252562,-0.00554
10⁹ (CFU/ml),-1.85356e-05,-2.22182e-05,-6.76721e-05,-0.000258846,-0.00567
10⁹ (CFU/ml),-1.85899e-05,-2.23595e-05,-6.86425e-05,-0.000265247,-0.0058
10⁹ (CFU/ml),-1.86429e-05,-2.24984e-05,-6.96044e-05,-0.000271813,-0.00594
10⁹ (CFU/ml),-1.86923e-05,-2.26383e-05,-7.04619e-05,-0.00027854,-0.00608
10⁹ (CFU/ml),-1.8744e-05,-2.2778e-05,-7.14794e-05,-0.000285371,-0.0062
10⁹ (CFU/ml),-1.87932e-05,-2.29141e-05,-7.24768e-05,-0.000292265,-0.00634
10⁹ (CFU/ml),-1.88358e-05,-2.30536e-05,-7.34741e-05,-0.00029929,-0.0065
10⁹ (CFU/ml),-1.88718e-05,-2.31955e-05,-7.44468e-05,-0.000306233,-0.00665
10⁹ (CFU/ml),-1.89011e-05,-2.33353e-05,-7.52993e-05,-0.000313135,-0.0068
10⁹ (CFU/ml),-1.89251e-05,-2.34742e-05,-7.63567e-05,-0.00031995,-0.00698
10⁹ (CFU/ml),-1.89414e-05,-2.36138e-05,-7.73931e-05,-0.00032673,-0.00716
10⁹ (CFU/ml),-1.89705e-05,-2.37531e-05,-7.84143e-05,-0.000333403,-0.00732
10⁹ (CFU/ml),-1.89999e-05,-2.3891e-05,-7.93865e-05,-0.000340082,-0.00747
10⁹ (CFU/ml),-1.90296e-05,-2.40263e-05,-8.02804e-05,-0.000346784,-0.00762
10⁹ (CFU/ml),-1.90477e-05,-2.41635e-05,-8.1348e-05,-0.000353417,-0.00777
10⁹ (CFU/ml),-1.90732e-05,-2.43067e-05,-8.23577e-05,-0.000359952,-0.00791
10⁹ (CFU/ml),-1.91016e-05,-2.44465e-05,-8.34711e-05,-0.000366666,-0.00806
10⁹ (CFU/ml),-1.91335e-05,-2.45909e-05,-8.44948e-05,-0.000373697,-0.00822
10⁹ (CFU/ml),-1.91669e-05,-2.47365e-05,-8.55193e-05,-0.00038082,-0.0084
10⁹ (CFU/ml),-1.92017e-05,-2.48834e-05,-8.65446e-05,-0.000388033,-0.00859
10⁹ (CFU/ml),-1.92379e-05,-2.50315e-05,-8.75707e-05,-0.000395337,-0.00882
10⁹ (CFU/ml),-1.92756e-05,-2.51808e-05,-8.85976e-05,-0.000402732,-0.00904
10⁹ (CFU/ml),-1.93147e-05,-2.53314e-05,-8.96253e-05,-0.000410218,-0.00923
10⁹ (CFU/ml),-1.93553e-05,-2.54832e-05,-9.06537e-05,-0.000417794,-0.00939
10⁹ (CFU/ml),-1.93972e-05,-2.56363e-05,-9.1683e-05,-0.000425462,-0.00959
10⁹ (CFU/ml),-1.94406e-05,-2.57906e-05,-9.27131e-05,-0.000433221,-0.00978
10⁹ (CFU/ml),-1.94855e-05,-2.59462e-05,-9.37439e-05,-0.00044107,-0.00998
10⁹ (CFU/ml),-1.97361e-05,-2.76318e-05,-8.36267e-05,-0.000404182,-0.01135
10⁹ (CFU/ml),-1.93381e-05,-2.73205e-05,-8.23714e-05,-0.000399413,-0.01118
10⁹ (CFU/ml),-1.91271e-05,-2.70149e-05,-8.11476e-05,-0.000394565,-0.01101
10⁹ (CFU/ml),-1.88838e-05,-2.67149e-05,-7.99555e-05,-0.00038964,-0.01084
10⁹ (CFU/ml),-1.87046e-05,-2.64206e-05,-7.87949e-05,-0.000384638,-0.01066
10⁹ (CFU/ml),-1.85524e-05,-2.61319e-05,-7.76659e-05,-0.000379557,-0.01047
10⁹ (CFU/ml),-1.84433e-05,-2.58489e-05,-7.65685e-05,-0.000374399,-0.01029
10⁹ (CFU/ml),-1.8221e-05,-2.55715e-05,-7.55026e-05,-0.000369163,-0.01011
10⁹ (CFU/ml),-1.81409e-05,-2.52998e-05,-7.44683e-05,-0.000363849,-0.00994
10⁹ (CFU/ml),-1.80441e-05,-2.50337e-05,-7.34656e-05,-0.000358458,-0.00976
10⁹ (CFU/ml),-1.79682e-05,-2.47733e-05,-7.24944e-05,-0.000352988,-0.00959
10⁹ (CFU/ml),-1.78811e-05,-2.45124e-05,-7.17306e-05,-0.000348067,-0.00942
10⁹ (CFU/ml),-1.78469e-05,-2.42601e-05,-7.08595e-05,-0.000342844,-0.00926
10⁹ (CFU/ml),-1.7692e-05,-2.40126e-05,-6.99975e-05,-0.000337346,-0.00908
10⁹ (CFU/ml),-1.76827e-05,-2.3777e-05,-6.91439e-05,-0.000331559,-0.00891
10⁹ (CFU/ml),-1.76537e-05,-2.35495e-05,-6.82967e-05,-0.000325487,-0.00874
10⁹ (CFU/ml),-1.76513e-05,-2.33305e-05,-6.74608e-05,-0.000319189,-0.00857
10⁹ (CFU/ml),-1.76508e-05,-2.31138e-05,-6.66326e-05,-0.000312676,-0.0084
10⁹ (CFU/ml),-1.76283e-05,-2.29008e-05,-6.58085e-05,-0.000306087,-0.00823
10⁹ (CFU/ml),-1.75975e-05,-2.26919e-05,-6.49943e-05,-0.000299465,-0.00805
10⁹ (CFU/ml),-1.74902e-05,-2.24873e-05,-6.41921e-05,-0.000292745,-0.00788
10⁹ (CFU/ml),-1.74565e-05,-2.22869e-05,-6.3386e-05,-0.000286033,-0.00771
10⁹ (CFU/ml),-1.74367e-05,-2.20909e-05,-6.25957e-05,-0.000279351,-0.00754
10⁹ (CFU/ml),-1.74071e-05,-2.19051e-05,-6.18254e-05,-0.000272701,-0.00738
10⁹ (CFU/ml),-1.73969e-05,-2.1711e-05,-6.10702e-05,-0.000266138,-0.0072
10⁹ (CFU/ml),-1.72992e-05,-2.15219e-05,-6.03151e-05,-0.000259709,-0.00703
10⁹ (CFU/ml),-1.72843e-05,-2.13335e-05,-5.95653e-05,-0.000253604,-0.00686
10⁹ (CFU/ml),-1.72567e-05,-2.11503e-05,-5.88198e-05,-0.000247565,-0.00673
10⁹ (CFU/ml),-1.72441e-05,-2.09697e-05,-5.80855e-05,-0.000241538,-0.00658
10⁹ (CFU/ml),-1.72222e-05,-2.07925e-05,-5.73449e-05,-0.000235571,-0.00642
10⁹ (CFU/ml),-1.71954e-05,-2.0606e-05,-5.6612e-05,-0.000229707,-0.00623
10⁹ (CFU/ml),-1.71656e-05,-2.04395e-05,-5.58809e-05,-0.000223936,-0.00607
10⁹ (CFU/ml),-1.71008e-05,-2.02772e-05,-5.51571e-05,-0.000218258,-0.00592
10⁹ (CFU/ml),-1.70955e-05,-2.01186e-05,-5.44342e-05,-0.000212681,-0.00576
10⁹ (CFU/ml),-1.70874e-05,-1.99662e-05,-5.37164e-05,-0.000207198,-0.00561
10⁹ (CFU/ml),-1.70803e-05,-1.9813e-05,-5.29973e-05,-0.000201814,-0.00545
10⁹ (CFU/ml),-1.70598e-05,-1.96621e-05,-5.22849e-05,-0.00019651,-0.00529
10⁹ (CFU/ml),-1.70562e-05,-1.95067e-05,-5.15712e-05,-0.000191286,-0.00514
10⁹ (CFU/ml),-1.70516e-05,-1.93511e-05,-5.08537e-05,-0.00018615,-0.00498
10⁹ (CFU/ml),-1.70278e-05,-1.92014e-05,-5.01369e-05,-0.000181095,-0.00483
10⁹ (CFU/ml),-1.6969e-05,-1.90564e-05,-4.9428e-05,-0.00017607,-0.00468
10⁹ (CFU/ml),-1.69331e-05,-1.89177e-05,-4.87248e-05,-0.000171115,-0.00454
10⁹ (CFU/ml),-1.69173e-05,-1.87803e-05,-4.8028e-05,-0.000166201,-0.0044
10⁹ (CFU/ml),-1.68901e-05,-1.86408e-05,-4.73426e-05,-0.000161279,-0.00425
10⁹ (CFU/ml),-1.68582e-05,-1.8492e-05,-4.66573e-05,-0.00015634,-0.0041
10⁹ (CFU/ml),-1.68317e-05,-1.83477e-05,-4.59733e-05,-0.000151406,-0.00395
10⁹ (CFU/ml),-1.68178e-05,-1.81998e-05,-4.52872e-05,-0.000146481,-0.0038
10⁹ (CFU/ml),-1.67815e-05,-1.80514e-05,-4.46057e-05,-0.000141636,-0.00366
10⁹ (CFU/ml),-1.67696e-05,-1.78995e-05,-4.39261e-05,-0.000136607,-0.00352
10⁹ (CFU/ml),-1.67332e-05,-1.77474e-05,-4.32468e-05,-0.0001318,-0.00338
10⁹ (CFU/ml),-1.67194e-05,-1.7591e-05,-4.25691e-05,-0.0001272,-0.00326
10⁹ (CFU/ml),-1.67018e-05,-1.74543e-05,-4.18889e-05,-0.000122682,-0.00314
10⁹ (CFU/ml),-1.66985e-05,-1.72986e-05,-4.12083e-05,-0.000118273,-0.003
10⁹ (CFU/ml),-1.66682e-05,-1.71536e-05,-4.05231e-05,-0.000113997,-0.00285
10⁹ (CFU/ml),-1.6656e-05,-1.70071e-05,-3.98417e-05,-0.000109844,-0.00271
10⁹ (CFU/ml),-1.6637e-05,-1.68585e-05,-3.91675e-05,-0.000105828,-0.00258
10⁹ (CFU/ml),-1.66261e-05,-1.67161e-05,-3.84954e-05,-0.000101943,-0.00244
10⁹ (CFU/ml),-1.6616e-05,-1.65719e-05,-3.7818e-05,-9.82057e-05,-0.00234
10⁹ (CFU/ml),-1.65911e-05,-1.64339e-05,-3.71389e-05,-9.46058e-05,-0.00225
10⁹ (CFU/ml),-1.65484e-05,-1.63029e-05,-3.64628e-05,-9.11235e-05,-0.00214
10⁹ (CFU/ml),-1.65273e-05,-1.61732e-05,-3.57565e-05,-8.77385e-05,-0.00198
10⁹ (CFU/ml),-1.64925e-05,-1.60452e-05,-3.50914e-05,-8.44457e-05,-0.00183
10⁹ (CFU/ml),-1.6462e-05,-1.5911e-05,-3.44372e-05,-8.11948e-05,-0.00171
10⁹ (CFU/ml),-1.64615e-05,-1.57759e-05,-3.3787e-05,-7.79635e-05,-0.00162
10⁹ (CFU/ml),-1.64572e-05,-1.56413e-05,-3.31349e-05,-7.47476e-05,-0.00153
10⁹ (CFU/ml),-1.64435e-05,-1.55002e-05,-3.24818e-05,-7.15839e-05,-0.00143
10⁹ (CFU/ml),-1.64186e-05,-1.53589e-05,-3.18227e-05,-6.84421e-05,-0.00134
10⁹ (CFU/ml),-1.64166e-05,-1.52145e-05,-3.1163e-05,-6.53388e-05,-0.00127
10⁹ (CFU/ml),-1.64045e-05,-1.50505e-05,-3.04932e-05,-6.22015e-05,-0.00122
10⁹ (CFU/ml),-1.63665e-05,-1.49011e-05,-2.98181e-05,-5.94153e-05,-0.00117
10⁹ (CFU/ml),-1.63535e-05,-1.47642e-05,-2.91377e-05,-5.66947e-05,-0.00109
10⁹ (CFU/ml),-1.6333e-05,-1.46353e-05,-2.84515e-05,-5.39866e-05,-0.00101
10⁹ (CFU/ml),-1.63238e-05,-1.45013e-05,-2.77606e-05,-5.13533e-05,-0.000933408
10⁹ (CFU/ml),-1.63117e-05,-1.43902e-05,-2.70709e-05,-4.8814e-05,-0.000858936
10⁹ (CFU/ml),-1.62914e-05,-1.42796e-05,-2.63861e-05,-4.63553e-05,-0.000786673
10⁹ (CFU/ml),-1.62641e-05,-1.41723e-05,-2.57027e-05,-4.3974e-05,-0.000716344
10⁹ (CFU/ml),-1.62567e-05,-1.40709e-05,-2.5009e-05,-4.16684e-05,-0.000647003
10⁹ (CFU/ml),-1.621e-05,-1.39681e-05,-2.43119e-05,-3.94504e-05,-0.000573684
10⁹ (CFU/ml),-1.61505e-05,-1.38667e-05,-2.36133e-05,-3.7277e-05,-0.00048693
10⁹ (CFU/ml),-1.61418e-05,-1.37633e-05,-2.29105e-05,-3.51613e-05,-0.000382654
10⁹ (CFU/ml),-1.61371e-05,-1.3658e-05,-2.21982e-05,-3.31139e-05,-0.000266299
10⁹ (CFU/ml),-1.61004e-05,-1.35521e-05,-2.15373e-05,-3.11287e-05,-0.000196223
10⁹ (CFU/ml),-1.60997e-05,-1.34425e-05,-2.08532e-05,-2.92066e-05,-0.000154731
10⁹ (CFU/ml),-1.60983e-05,-1.33303e-05,-2.01588e-05,-2.73393e-05,-0.00012022
10⁹ (CFU/ml),-1.60895e-05,-1.32092e-05,-1.94584e-05,-2.55225e-05,-7.09622e-05
10⁹ (CFU/ml),-1.60846e-05,-1.30802e-05,-1.87523e-05,-2.36059e-05,-2.96426e-05
10⁹ (CFU/ml),-1.60824e-05,-1.29477e-05,-1.80371e-05,-2.19018e-05,1.85971e-05
10⁹ (CFU/ml),-1.60799e-05,-1.28052e-05,-1.73167e-05,-2.03553e-05,6.42476e-05
10⁹ (CFU/ml),-1.60606e-05,-1.26593e-05,-1.66171e-05,-1.89297e-05,9.62882e-05
10⁹ (CFU/ml),-1.60525e-05,-1.25371e-05,-1.5886e-05,-1.75701e-05,0.000137581
10⁹ (CFU/ml),-1.60193e-05,-1.24162e-05,-1.51501e-05,-1.62752e-05,0.000197331
10⁹ (CFU/ml),-1.59917e-05,-1.22869e-05,-1.44314e-05,-1.5003e-05,0.000270285
10⁹ (CFU/ml),-1.59583e-05,-1.21543e-05,-1.37043e-05,-1.37533e-05,0.000345037
10⁹ (CFU/ml),-1.59285e-05,-1.20304e-05,-1.29468e-05,-1.23286e-05,0.000419053
10⁹ (CFU/ml),-1.58826e-05,-1.19031e-05,-1.21869e-05,-1.11225e-05,0.000490805
10⁹ (CFU/ml),-1.58825e-05,-1.17735e-05,-1.14298e-05,-9.86068e-06,0.000559705
10⁹ (CFU/ml),-1.58724e-05,-1.16465e-05,-1.0665e-05,-8.61721e-06,0.000626953
10⁹ (CFU/ml),-1.584e-05,-1.15182e-05,-9.91026e-06,-7.55395e-06,0.000690913
10⁹ (CFU/ml),-1.58102e-05,-1.1388e-05,-9.14697e-06,-6.89271e-06,0.000753701
10⁹ (CFU/ml),-1.57712e-05,-1.12491e-05,-8.39639e-06,-6.19277e-06,0.000813313
10⁹ (CFU/ml),-1.57656e-05,-1.1143e-05,-7.65804e-06,-5.52843e-06,0.000871684
10⁹ (CFU/ml),-1.57268e-05,-1.10265e-05,-6.94774e-06,-4.79655e-06,0.000926738
10⁹ (CFU/ml),-1.57018e-05,-1.08974e-05,-6.05767e-06,-4.09681e-06,0.000989006
10⁹ (CFU/ml),-1.56792e-05,-1.07581e-05,-5.45155e-06,-3.31657e-06,0.000989441
10⁹ (CFU/ml),-1.5665e-05,-1.06095e-05,-4.8051e-06,-2.56709e-06,0.000951073
10⁹ (CFU/ml),-1.55867e-05,-1.04575e-05,-4.1904e-06,-1.74958e-06,0.000930436
10⁹ (CFU/ml),-1.5569e-05,-1.02354e-05,-3.80169e-06,-1.19818e-06,0.000987697
10⁹ (CFU/ml),-1.55684e-05,-1.00509e-05,-3.41906e-06,-5.92448e-07,0.000988583
10⁹ (CFU/ml),-1.54844e-05,-9.96486e-06,-3.06123e-06,3.82513e-09,0.000946831
10⁹ (CFU/ml),-1.53994e-05,-9.87484e-06,-2.69671e-06,7.15841e-07,0.000928185
10⁹ (CFU/ml),-1.53517e-05,-9.78079e-06,-2.30701e-06,1.44118e-06,0.00098097
10⁹ (CFU/ml),-1.53319e-05,-9.68703e-06,-2.14211e-06,2.24881e-06,0.00103
10⁹ (CFU/ml),-1.52879e-05,-9.58977e-06,-1.99824e-06,3.07254e-06,0.00104
10⁹ (CFU/ml),-1.52096e-05,-9.49656e-06,-1.79347e-06,4.02841e-06,0.00105
10⁹ (CFU/ml),-1.51987e-05,-9.39819e-06,-1.59028e-06,4.69753e-06,0.00109
10⁹ (CFU/ml),-1.51382e-05,-9.30065e-06,-1.32392e-06,5.48502e-06,0.00115
10⁹ (CFU/ml),-1.51265e-05,-9.20624e-06,-1.0157e-06,6.08311e-06,0.00121
10⁹ (CFU/ml),-1.50186e-05,-9.10407e-06,-6.36215e-07,6.43168e-06,0.00126
10⁹ (CFU/ml),-1.50015e-05,-8.99884e-06,-2.27063e-07,6.56652e-06,0.00131
10⁹ (CFU/ml),-1.49526e-05,-8.88984e-06,2.27258e-07,7.01169e-06,0.00137
10⁹ (CFU/ml),-1.49472e-05,-8.79322e-06,7.36552e-07,7.38491e-06,0.00142
10⁹ (CFU/ml),-1.49268e-05,-8.65598e-06,1.2856e-06,7.79522e-06,0.00147
10⁹ (CFU/ml),-1.48826e-05,-8.50816e-06,1.90698e-06,8.17121e-06,0.00152
10⁹ (CFU/ml),-1.48533e-05,-8.34906e-06,2.25218e-06,8.62337e-06,0.00157
10⁹ (CFU/ml),-1.48293e-05,-8.17924e-06,2.77182e-06,9.05299e-06,0.00162
